emp_no,first_name,last_name,gender,hire_date,dept_name,title,salary,tenure_years,tenure_segment
12877,Fay,Aseltine,F,1989-04-03,Development,"Senior Staff",45254,13.33,"Established (10-15 yrs)"
12944,Alselm,Benzmuller,M,1989-04-02,"Customer Service","Senior Staff",58479,13.33,"Established (10-15 yrs)"
14026,Luerbio,Fontan,M,1989-04-03,Development,"Senior Engineer",61826,13.33,"Established (10-15 yrs)"
14364,Remzi,Lund,F,1989-04-01,Sales,"Senior Staff",73707,13.33,"Established (10-15 yrs)"
15492,Jayesh,Kulisch,M,1989-04-02,Finance,"Senior Staff",80691,13.33,"Established (10-15 yrs)"
10203,Steen,Escriba,M,1989-04-06,Research,"Senior Staff",62458,13.32,"Established (10-15 yrs)"
14008,Ulises,Cronin,M,1989-04-05,"Quality Management","Senior Engineer",70039,13.32,"Established (10-15 yrs)"
14676,Bikash,Zedlitz,M,1989-04-07,Sales,"Senior Staff",90237,13.32,"Established (10-15 yrs)"
10063,Gino,Leonhardt,F,1989-04-08,Production,"Senior Engineer",74841,13.31,"Established (10-15 yrs)"
11566,Martina,Quittner,M,1989-04-08,Production,Engineer,62286,13.31,"Established (10-15 yrs)"
12966,Willard,Manders,M,1989-04-10,Development,Engineer,69834,13.31,"Established (10-15 yrs)"
15586,Arun,Wuwongse,M,1989-04-10,"Quality Management",Engineer,49561,13.31,"Established (10-15 yrs)"
16039,Satoru,Menhoudj,M,1989-04-11,"Customer Service","Technique Leader",65561,13.31,"Established (10-15 yrs)"
16646,Martina,Miake,M,1989-04-08,Development,Engineer,59426,13.31,"Established (10-15 yrs)"
17295,IEEE,Morton,M,1989-04-10,Sales,"Senior Staff",80232,13.31,"Established (10-15 yrs)"
11929,Kendra,Beeson,F,1989-04-12,Development,"Technique Leader",67573,13.3,"Established (10-15 yrs)"
11973,Aamod,Erdmenger,F,1989-04-13,"Customer Service","Senior Staff",68591,13.3,"Established (10-15 yrs)"
12349,Yannik,Denos,F,1989-04-14,Sales,"Senior Staff",103055,13.3,"Established (10-15 yrs)"
12636,Yuuichi,Debuse,F,1989-04-15,"Customer Service","Senior Staff",68820,13.3,"Established (10-15 yrs)"
15502,Susanne,Rahier,F,1989-04-15,Development,"Senior Engineer",83977,13.3,"Established (10-15 yrs)"
13128,Nidapan,Beausoleil,F,1989-04-16,Finance,"Senior Staff",70071,13.29,"Established (10-15 yrs)"
13282,Cordelia,Macedo,M,1989-04-16,Finance,"Senior Staff",64843,13.29,"Established (10-15 yrs)"
16927,Udaiprakash,Zaiane,F,1989-04-18,Marketing,"Senior Staff",86656,13.29,"Established (10-15 yrs)"
10418,Candida,Porotnikoff,F,1989-04-20,Marketing,Staff,61923,13.28,"Established (10-15 yrs)"
11692,Rance,Provine,F,1989-04-20,Production,"Senior Engineer",80678,13.28,"Established (10-15 yrs)"
18249,Akhilish,Rosis,M,1989-04-20,Finance,"Senior Staff",76514,13.28,"Established (10-15 yrs)"
11587,Shem,Zambonelli,M,1989-04-24,Development,"Senior Engineer",61684,13.27,"Established (10-15 yrs)"
13849,Lillian,Dymetman,F,1989-04-24,Development,"Senior Engineer",67110,13.27,"Established (10-15 yrs)"
15192,Felicidad,Goodrum,F,1989-04-24,Development,"Senior Engineer",66929,13.27,"Established (10-15 yrs)"
16117,Josyula,Felcyn,M,1989-04-25,Sales,"Senior Staff",123408,13.27,"Established (10-15 yrs)"
11193,Val,Kumaresan,M,1989-04-29,"Human Resources","Senior Staff",57753,13.26,"Established (10-15 yrs)"
12094,Weiru,Pearson,F,1989-04-27,"Customer Service","Senior Staff",66582,13.26,"Established (10-15 yrs)"
12882,Akeel,Merkl,M,1989-04-27,Production,"Senior Engineer",64778,13.26,"Established (10-15 yrs)"
14860,Magdalena,Narwekar,F,1989-04-27,"Quality Management","Senior Engineer",80970,13.26,"Established (10-15 yrs)"
15659,Armond,Buchter,M,1989-04-27,Sales,"Senior Staff",94015,13.26,"Established (10-15 yrs)"
16202,Goh,Czap,M,1989-04-28,"Customer Service","Senior Engineer",62776,13.26,"Established (10-15 yrs)"
16704,Mohan,Coors,F,1989-04-28,Marketing,"Senior Staff",74817,13.26,"Established (10-15 yrs)"
17092,Atreye,Lalonde,F,1989-04-26,"Human Resources",Staff,46500,13.26,"Established (10-15 yrs)"
10121,Guoxiang,Ramsay,M,1989-05-03,Development,"Senior Engineer",66834,13.25,"Established (10-15 yrs)"
11150,Geraldo,Garigliano,F,1989-05-01,Sales,"Senior Staff",108321,13.25,"Established (10-15 yrs)"
11199,Ortrud,Srimani,F,1989-05-02,Production,"Technique Leader",71101,13.25,"Established (10-15 yrs)"
11242,Jinya,Camurati,F,1989-04-30,Production,Engineer,65948,13.25,"Established (10-15 yrs)"
11665,Fai,Linnainmaa,M,1989-05-01,"Quality Management",Engineer,55338,13.25,"Established (10-15 yrs)"
12835,Mats,Krupka,M,1989-05-02,Production,"Senior Engineer",64945,13.25,"Established (10-15 yrs)"
13002,Henk,Muhlberg,M,1989-05-02,Development,"Senior Engineer",58073,13.25,"Established (10-15 yrs)"
13734,Toshimi,Demeyer,F,1989-05-02,Research,"Senior Staff",76317,13.25,"Established (10-15 yrs)"
14024,Naftali,Lukaszewicz,M,1989-05-03,Production,"Senior Engineer",69454,13.25,"Established (10-15 yrs)"
15587,Chiranjit,Kavraki,M,1989-05-01,"Quality Management","Senior Engineer",102374,13.25,"Established (10-15 yrs)"
17391,Selwyn,Pews,F,1989-05-01,Research,"Senior Engineer",79766,13.25,"Established (10-15 yrs)"
18112,Shaunak,Farris,F,1989-05-01,Production,"Senior Engineer",52427,13.25,"Established (10-15 yrs)"
13597,Dante,Vecchio,F,1989-05-05,"Quality Management","Senior Engineer",65391,13.24,"Established (10-15 yrs)"
15400,Mayuko,Berendt,M,1989-05-04,Development,"Senior Staff",48400,13.24,"Established (10-15 yrs)"
16359,Shounak,Terwilliger,M,1989-05-05,Sales,"Senior Staff",87921,13.24,"Established (10-15 yrs)"
16976,Saddek,Halevi,M,1989-05-06,Development,"Senior Engineer",59765,13.24,"Established (10-15 yrs)"
18056,Gita,Cappelli,F,1989-05-04,Production,Engineer,70036,13.24,"Established (10-15 yrs)"
11167,Morris,Zschoche,F,1989-05-07,Production,"Senior Engineer",61398,13.23,"Established (10-15 yrs)"
14284,Aleksander,Thiria,F,1989-05-09,Development,"Senior Engineer",94395,13.23,"Established (10-15 yrs)"
14568,Baoqiu,Kakkad,F,1989-05-07,Development,"Senior Engineer",67266,13.23,"Established (10-15 yrs)"
14634,Shirish,Lamba,F,1989-05-08,"Customer Service","Technique Leader",57528,13.23,"Established (10-15 yrs)"
15555,Mona,Birge,F,1989-05-10,Production,"Senior Engineer",58849,13.23,"Established (10-15 yrs)"
16452,Weiye,Tsukune,M,1989-05-08,Development,"Senior Engineer",57100,13.23,"Established (10-15 yrs)"
17172,Conrado,Riexinger,M,1989-05-08,Development,"Senior Engineer",79049,13.23,"Established (10-15 yrs)"
10521,Kwangsub,Setia,M,1989-05-11,Sales,"Senior Staff",120116,13.22,"Established (10-15 yrs)"
14841,Stein,Poulakidas,M,1989-05-13,Sales,Staff,65989,13.22,"Established (10-15 yrs)"
17002,Masako,Rosti,F,1989-05-11,Development,"Senior Engineer",73588,13.22,"Established (10-15 yrs)"
17976,Jaques,Schapire,M,1989-05-13,"Quality Management","Senior Engineer",55802,13.22,"Established (10-15 yrs)"
18093,Larisa,Jarecki,M,1989-05-13,"Customer Service","Senior Staff",55318,13.22,"Established (10-15 yrs)"
10194,Josyula,Hofmeyr,F,1989-05-15,Finance,"Senior Staff",79131,13.21,"Established (10-15 yrs)"
10390,Wanqing,Bratten,M,1989-05-17,"Quality Management","Technique Leader",57015,13.21,"Established (10-15 yrs)"
12007,Marko,Dehkordi,M,1989-05-17,Development,"Senior Engineer",66927,13.21,"Established (10-15 yrs)"
14558,Saeed,Vanwelkenhuysen,F,1989-05-17,"Quality Management","Senior Engineer",86442,13.21,"Established (10-15 yrs)"
10666,Zhonghua,Reeker,M,1989-05-20,Finance,"Senior Staff",112604,13.2,"Established (10-15 yrs)"
12473,Charlene,Granlund,F,1989-05-21,Marketing,Staff,82514,13.2,"Established (10-15 yrs)"
12851,Kwangyoen,Ramsay,F,1989-05-19,Finance,Staff,69966,13.2,"Established (10-15 yrs)"
13145,Mayumi,Baer,M,1989-05-19,Development,"Technique Leader",66325,13.2,"Established (10-15 yrs)"
13897,JoAnna,Hardjono,M,1989-05-18,Development,"Senior Engineer",75049,13.2,"Established (10-15 yrs)"
15332,Aamer,Slutz,F,1989-05-19,"Human Resources","Senior Staff",59091,13.2,"Established (10-15 yrs)"
15513,Hidekazu,Domenig,M,1989-05-20,Finance,"Senior Staff",102065,13.2,"Established (10-15 yrs)"
15533,Gift,Gien,F,1989-05-21,Sales,"Senior Staff",88138,13.2,"Established (10-15 yrs)"
16610,Geoffry,Holburn,M,1989-05-19,Research,"Senior Staff",70863,13.2,"Established (10-15 yrs)"
16715,Satosi,Anandan,F,1989-05-19,Sales,Staff,63073,13.2,"Established (10-15 yrs)"
17062,Shai,Laurillard,F,1989-05-19,"Customer Service",Staff,93655,13.2,"Established (10-15 yrs)"
17737,Mohua,Siepmann,M,1989-05-18,Production,"Senior Engineer",71179,13.2,"Established (10-15 yrs)"
18243,Gurbir,Thorelli,M,1989-05-21,"Human Resources","Senior Staff",54676,13.2,"Established (10-15 yrs)"
11301,Mingzeng,Oxenboll,F,1989-05-23,"Human Resources","Senior Staff",59445,13.19,"Established (10-15 yrs)"
14248,Mark,Alblas,M,1989-05-24,Development,"Senior Engineer",70057,13.19,"Established (10-15 yrs)"
16108,Chaitali,Ghemri,F,1989-05-23,"Human Resources","Senior Staff",63152,13.19,"Established (10-15 yrs)"
18035,Shmuel,Haumacher,M,1989-05-23,Production,"Senior Engineer",99285,13.19,"Established (10-15 yrs)"
11822,Sastry,Madeira,F,1989-05-26,"Customer Service",Staff,82571,13.18,"Established (10-15 yrs)"
14053,Kazuhiro,Haraldson,F,1989-05-26,Development,"Senior Staff",59718,13.18,"Established (10-15 yrs)"
11977,Chandrasekaran,Dayang,F,1989-05-30,Production,"Senior Staff",73717,13.17,"Established (10-15 yrs)"
15484,Ortrun,Plesums,M,1989-05-31,Production,Engineer,56439,13.17,"Established (10-15 yrs)"
10006,Anneke,Preusig,F,1989-06-02,Development,"Senior Engineer",59755,13.16,"Established (10-15 yrs)"
10292,Yucel,Ghelli,F,1989-06-05,Sales,"Senior Staff",106632,13.16,"Established (10-15 yrs)"
11556,Masasuke,Hashii,M,1989-06-02,Sales,"Senior Staff",110985,13.16,"Established (10-15 yrs)"
12630,Sreekrishna,Falco,M,1989-06-03,"Customer Service","Senior Staff",60363,13.16,"Established (10-15 yrs)"
13086,Dzung,Domenig,M,1989-06-03,"Human Resources","Senior Staff",39906,13.16,"Established (10-15 yrs)"
16101,Mohammed,Koshiba,F,1989-06-03,"Customer Service","Senior Staff",92652,13.16,"Established (10-15 yrs)"
16830,Sarita,Gruenwald,M,1989-06-03,Development,"Senior Engineer",66139,13.16,"Established (10-15 yrs)"
18156,Masaru,Navazio,F,1989-06-04,Development,"Senior Engineer",64437,13.16,"Established (10-15 yrs)"
11172,Kristian,Sudkamp,F,1989-06-06,Marketing,"Senior Staff",103439,13.15,"Established (10-15 yrs)"
12502,Danil,VanScheik,F,1989-06-06,Production,"Senior Engineer",64565,13.15,"Established (10-15 yrs)"
13657,Arie,Ramsey,F,1989-06-06,Production,Engineer,52802,13.15,"Established (10-15 yrs)"
13804,Kristian,Nitto,M,1989-06-08,Marketing,"Senior Staff",59065,13.15,"Established (10-15 yrs)"
13895,Surveyors,Chinin,M,1989-06-07,Production,"Senior Engineer",60442,13.15,"Established (10-15 yrs)"
14218,Heeju,Beznosov,M,1989-06-08,"Human Resources","Senior Staff",66696,13.15,"Established (10-15 yrs)"
14253,Mart,Mattern,F,1989-06-08,"Human Resources","Senior Staff",71085,13.15,"Established (10-15 yrs)"
14884,Mariusz,Reeker,F,1989-06-08,Development,"Senior Engineer",78737,13.15,"Established (10-15 yrs)"
18027,Mandell,Chenoweth,M,1989-06-06,"Quality Management",Engineer,47781,13.15,"Established (10-15 yrs)"
18177,Mack,Rodier,F,1989-06-07,Development,Engineer,51107,13.15,"Established (10-15 yrs)"
14707,Dung,Barreiro,M,1989-06-09,Sales,"Senior Staff",99505,13.14,"Established (10-15 yrs)"
15524,Qiwen,Veldwijk,M,1989-06-12,"Human Resources","Senior Staff",53613,13.14,"Established (10-15 yrs)"
15931,Heather,Crelier,F,1989-06-10,Development,"Senior Engineer",72044,13.14,"Established (10-15 yrs)"
16122,Mitchel,Rodham,F,1989-06-12,Research,"Senior Engineer",82268,13.14,"Established (10-15 yrs)"
17090,Jaana,Akaboshi,M,1989-06-10,Production,"Senior Engineer",62009,13.14,"Established (10-15 yrs)"
17926,Shridhar,Range,F,1989-06-12,Production,"Technique Leader",60684,13.14,"Established (10-15 yrs)"
11267,Shaunak,Zaumen,M,1989-06-14,Research,"Senior Engineer",78218,13.13,"Established (10-15 yrs)"
11294,Tru,Segond,F,1989-06-13,Development,"Senior Engineer",70173,13.13,"Established (10-15 yrs)"
12565,Theron,Mullainathan,M,1989-06-16,Sales,"Senior Staff",106336,13.13,"Established (10-15 yrs)"
12765,Yishay,Esteva,M,1989-06-14,Production,Engineer,72774,13.13,"Established (10-15 yrs)"
14782,Mizuhito,Highland,M,1989-06-13,Production,"Senior Engineer",71944,13.13,"Established (10-15 yrs)"
15933,Fei,Broomell,F,1989-06-16,"Customer Service","Senior Staff",65635,13.13,"Established (10-15 yrs)"
12170,Moie,Nannarelli,M,1989-06-19,Marketing,Staff,49649,13.12,"Established (10-15 yrs)"
14411,Hiroyasu,Validov,F,1989-06-17,Development,"Technique Leader",64722,13.12,"Established (10-15 yrs)"
15455,Claudi,Kaminger,M,1989-06-19,Research,"Senior Staff",95499,13.12,"Established (10-15 yrs)"
15582,Tuval,Alpay,M,1989-06-18,Production,Engineer,75380,13.12,"Established (10-15 yrs)"
16771,Elvia,Welham,M,1989-06-19,"Customer Service","Senior Staff",69355,13.12,"Established (10-15 yrs)"
17307,Paris,DeMori,M,1989-06-17,Development,"Senior Engineer",84769,13.12,"Established (10-15 yrs)"
10393,Yagil,DasSarma,M,1989-06-23,Production,"Senior Engineer",64241,13.11,"Established (10-15 yrs)"
12460,Jingling,Gerlach,F,1989-06-23,Sales,"Senior Staff",89226,13.11,"Established (10-15 yrs)"
13015,Nikolaus,Ozeri,F,1989-06-21,Marketing,Staff,43370,13.11,"Established (10-15 yrs)"
15288,Rosita,Rissanen,F,1989-06-21,Finance,"Senior Staff",78542,13.11,"Established (10-15 yrs)"
15381,Berna,Jervis,F,1989-06-20,Sales,"Senior Staff",62210,13.11,"Established (10-15 yrs)"
15807,Fatemeh,Oaver,F,1989-06-23,"Quality Management",Engineer,66062,13.11,"Established (10-15 yrs)"
16173,Adhemar,Ranka,M,1989-06-23,Marketing,"Senior Staff",82450,13.11,"Established (10-15 yrs)"
17001,Yuguang,Herath,F,1989-06-21,Production,Engineer,47170,13.11,"Established (10-15 yrs)"
17455,Yefim,Mondadori,M,1989-06-20,Development,"Senior Engineer",66577,13.11,"Established (10-15 yrs)"
10816,Morris,Caine,F,1989-06-27,"Customer Service","Senior Staff",68737,13.1,"Established (10-15 yrs)"
12180,Heejo,Ruemmler,F,1989-06-24,Development,"Senior Engineer",71966,13.1,"Established (10-15 yrs)"
12381,Amalendu,Klerer,M,1989-06-24,Research,"Senior Staff",66513,13.1,"Established (10-15 yrs)"
14895,Barna,Fioravanti,F,1989-06-25,"Human Resources","Senior Staff",69564,13.1,"Established (10-15 yrs)"
15013,Kauko,Gronowski,F,1989-06-24,Development,"Senior Engineer",69708,13.1,"Established (10-15 yrs)"
15677,Ziva,Condotta,M,1989-06-24,Production,"Senior Engineer",62616,13.1,"Established (10-15 yrs)"
16249,Yagil,Kusakari,F,1989-06-27,"Quality Management","Senior Engineer",66557,13.1,"Established (10-15 yrs)"
11068,Honglan,Harnett,F,1989-06-29,Research,"Senior Staff",68065,13.09,"Established (10-15 yrs)"
12864,Khalil,Manders,M,1989-06-28,Production,"Technique Leader",71384,13.09,"Established (10-15 yrs)"
13247,Sreekrishna,Baby,M,1989-06-30,Production,"Assistant Engineer",55580,13.09,"Established (10-15 yrs)"
13263,Subhash,Zockler,F,1989-06-30,"Human Resources","Senior Staff",77619,13.09,"Established (10-15 yrs)"
15076,Makato,Shobatake,F,1989-06-28,Production,"Senior Staff",85508,13.09,"Established (10-15 yrs)"
17127,Eirik,Bernardeschi,M,1989-06-30,Production,"Senior Engineer",69003,13.09,"Established (10-15 yrs)"
13063,Troy,Shokrollahi,F,1989-07-04,Marketing,Staff,72383,13.08,"Established (10-15 yrs)"
13625,Muzhong,Thiran,F,1989-07-03,Marketing,"Senior Staff",66219,13.08,"Established (10-15 yrs)"
14182,Abdulla,Encarnacion,F,1989-07-04,Sales,"Senior Staff",100642,13.08,"Established (10-15 yrs)"
14630,Petter,Sidje,M,1989-07-03,Development,"Senior Engineer",77228,13.08,"Established (10-15 yrs)"
14704,Masato,Maierhofer,M,1989-07-02,Production,"Assistant Engineer",45797,13.08,"Established (10-15 yrs)"
15985,Hailing,Millington,M,1989-07-01,Finance,"Senior Staff",58180,13.08,"Established (10-15 yrs)"
17532,Demin,Krone,M,1989-07-02,Marketing,"Senior Staff",101047,13.08,"Established (10-15 yrs)"
18191,Kazuhira,Christianini,M,1989-07-01,"Human Resources",Staff,43114,13.08,"Established (10-15 yrs)"
10027,Divier,Reistad,F,1989-07-07,Development,"Senior Engineer",46145,13.07,"Established (10-15 yrs)"
10951,Marco,Iisaku,M,1989-07-06,Finance,"Senior Staff",70511,13.07,"Established (10-15 yrs)"
12539,Ramachenga,Kuhnemann,F,1989-07-07,Production,"Technique Leader",72547,13.07,"Established (10-15 yrs)"
13533,Lorien,Crouzet,F,1989-07-08,"Human Resources","Senior Staff",52892,13.07,"Established (10-15 yrs)"
13643,Geoff,Chenney,M,1989-07-08,Development,"Senior Engineer",94491,13.07,"Established (10-15 yrs)"
15023,Sumant,Dredge,M,1989-07-05,Sales,"Senior Staff",82437,13.07,"Established (10-15 yrs)"
16209,Kristen,Stiles,F,1989-07-08,Production,"Senior Engineer",61485,13.07,"Established (10-15 yrs)"
17286,Arunachalam,Ermel,F,1989-07-07,Development,"Senior Engineer",66702,13.07,"Established (10-15 yrs)"
17495,Jianhua,Strandh,F,1989-07-05,Marketing,Staff,56211,13.07,"Established (10-15 yrs)"
14157,Youngkon,Hutter,M,1989-07-10,Production,"Senior Engineer",60497,13.06,"Established (10-15 yrs)"
16686,Francoise,Linnainmaa,M,1989-07-10,Research,"Senior Staff",114755,13.06,"Established (10-15 yrs)"
10265,Ramalingam,Muniz,M,1989-07-13,"Quality Management","Senior Engineer",52083,13.05,"Established (10-15 yrs)"
10910,Arco,Jervis,M,1989-07-13,"Customer Service","Senior Staff",65863,13.05,"Established (10-15 yrs)"
12375,Suzette,Heystek,M,1989-07-14,"Quality Management",Engineer,46271,13.05,"Established (10-15 yrs)"
14252,Weiyi,Fargier,M,1989-07-15,Sales,Staff,51486,13.05,"Established (10-15 yrs)"
15094,Seongbae,Bottner,F,1989-07-15,Marketing,Staff,67263,13.05,"Established (10-15 yrs)"
16081,Conal,Senzako,M,1989-07-13,Development,"Senior Engineer",67584,13.05,"Established (10-15 yrs)"
16640,Rafael,Liesche,F,1989-07-15,Sales,"Senior Staff",88992,13.05,"Established (10-15 yrs)"
16663,Maja,Radhakrishnan,M,1989-07-14,Development,"Assistant Engineer",62535,13.05,"Established (10-15 yrs)"
16907,Yongmao,Karcich,F,1989-07-14,Research,Staff,57213,13.05,"Established (10-15 yrs)"
17132,Shrikanth,Passafiume,F,1989-07-15,"Human Resources","Senior Staff",80191,13.05,"Established (10-15 yrs)"
18046,Monique,Ramsay,F,1989-07-14,Finance,"Senior Staff",81105,13.05,"Established (10-15 yrs)"
12405,Zhanqiu,Kambil,M,1989-07-16,Development,Engineer,62405,13.04,"Established (10-15 yrs)"
13110,Maria,Kamble,F,1989-07-16,Development,"Senior Engineer",79301,13.04,"Established (10-15 yrs)"
13586,Abdelwaheb,Klassen,M,1989-07-18,Research,"Senior Engineer",64472,13.04,"Established (10-15 yrs)"
13933,Jamaludin,Benzaken,F,1989-07-17,"Quality Management","Senior Engineer",76013,13.04,"Established (10-15 yrs)"
16358,Rildo,Prenel,F,1989-07-16,Development,"Senior Engineer",83366,13.04,"Established (10-15 yrs)"
17950,Alassane,Genther,M,1989-07-18,Development,"Senior Engineer",61228,13.04,"Established (10-15 yrs)"
10163,Karsten,Szmurlo,M,1989-07-19,"Human Resources","Senior Staff",67661,13.03,"Established (10-15 yrs)"
10171,Herbert,Trachtenberg,M,1989-07-22,Production,"Technique Leader",57160,13.03,"Established (10-15 yrs)"
12153,Tremaine,Kroha,F,1989-07-22,Production,Engineer,66405,13.03,"Established (10-15 yrs)"
12692,Sastry,Openshaw,F,1989-07-20,Development,Engineer,75675,13.03,"Established (10-15 yrs)"
13069,Sanjai,Baer,M,1989-07-22,Development,Engineer,59027,13.03,"Established (10-15 yrs)"
13696,Kasturi,Portugali,F,1989-07-22,Development,Engineer,89165,13.03,"Established (10-15 yrs)"
14165,Aloke,Cunliffe,M,1989-07-21,"Human Resources","Senior Staff",66988,13.03,"Established (10-15 yrs)"
15384,Makato,Jullig,M,1989-07-22,Production,Engineer,50676,13.03,"Established (10-15 yrs)"
15397,Remco,Gargeya,M,1989-07-19,Development,"Senior Engineer",61326,13.03,"Established (10-15 yrs)"
16088,Golgen,Gammage,M,1989-07-20,Production,"Senior Engineer",58216,13.03,"Established (10-15 yrs)"
17264,Ibibia,Michaels,M,1989-07-22,Development,"Senior Engineer",79662,13.03,"Established (10-15 yrs)"
11703,Xuedong,Chiodo,M,1989-07-23,"Customer Service","Senior Staff",65912,13.02,"Established (10-15 yrs)"
11974,Vojin,Sabnani,M,1989-07-23,Finance,"Senior Staff",81455,13.02,"Established (10-15 yrs)"
13117,Arve,Masand,M,1989-07-26,Sales,"Senior Staff",84424,13.02,"Established (10-15 yrs)"
13390,Nathan,Hutton,M,1989-07-24,Production,Engineer,48338,13.02,"Established (10-15 yrs)"
14654,Moheb,Remmele,F,1989-07-24,Finance,"Senior Staff",86992,13.02,"Established (10-15 yrs)"
