emp_no,first_name,last_name,gender,title,from_date,to_date,years_in_title,title_sequence
24864,Kitty,Genther,M,"Technique Leader",1990-07-25,1993-05-12,2.8,1
24865,Basil,Khalid,F,Staff,1994-05-18,1994-09-16,0.33,1
24866,Duangkaew,Botman,M,"Assistant Engineer",1994-09-28,9999-01-01,7.84,1
24867,Odysseas,Ouhyoung,F,Engineer,1999-08-20,9999-01-01,2.95,1
24868,Nikolaos,Grospietsch,M,"Technique Leader",1994-11-28,9999-01-01,7.67,1
24869,Yechiam,Puppe,F,Staff,1998-09-10,9999-01-01,3.89,1
24870,Uno,Maksimenko,F,"Senior Staff",1995-11-18,9999-01-01,6.7,1
24871,Irene,Paludetto,F,Staff,1999-02-27,9999-01-01,3.43,1
24872,Oguz,Decaestecker,M,Staff,1986-12-02,1993-12-02,7.0,1
24872,Oguz,Decaestecker,M,"Senior Staff",1993-12-02,9999-01-01,8.66,2
24873,Xinglin,Nooteboom,F,Engineer,1986-07-23,1991-03-19,4.65,1
24874,Kolar,Marrakchi,F,Engineer,1994-09-13,9999-01-01,7.88,1
24875,Remko,Backhouse,M,Staff,1991-09-25,1998-09-25,7.0,1
24875,Remko,Backhouse,M,"Senior Staff",1998-09-25,9999-01-01,3.85,2
24876,Almudena,Budinsky,F,"Senior Staff",1999-11-20,9999-01-01,2.7,1
24877,Roded,Cusworth,M,"Assistant Engineer",1989-06-27,1997-06-27,8.0,1
24877,Roded,Cusworth,M,Engineer,1997-06-27,9999-01-01,5.1,2
24878,Keung,Yamaashi,F,"Technique Leader",1996-02-15,9999-01-01,6.46,1
24879,Subhash,Schaap,M,"Technique Leader",1986-04-13,9999-01-01,16.3,1
24880,Gretta,Kohling,F,Staff,1999-03-03,9999-01-01,3.41,1
24881,Shin,Sadowsky,M,Engineer,1988-01-22,1996-01-22,8.0,1
24881,Shin,Sadowsky,M,"Senior Engineer",1996-01-22,9999-01-01,6.52,2
24882,Isaac,Hanabata,M,Engineer,1998-11-18,1999-11-25,1.02,1
24883,Mang,Wixon,M,"Senior Staff",1993-07-18,9999-01-01,9.04,1
24884,Shaowei,Hanratty,M,Engineer,1996-10-20,2001-10-20,5.0,1
24884,Shaowei,Hanratty,M,"Senior Engineer",2001-10-20,9999-01-01,0.78,2
24885,Shigeichiro,Holburn,M,Staff,1996-05-04,2002-05-04,6.0,1
24885,Shigeichiro,Holburn,M,"Senior Staff",2002-05-04,9999-01-01,0.24,2
24886,Vitali,Arlazarov,F,Staff,1996-05-03,1999-04-16,2.95,1
24887,Bedrich,Dahlbom,M,Engineer,1992-12-11,2000-12-11,8.0,1
24887,Bedrich,Dahlbom,M,"Senior Engineer",2000-12-11,9999-01-01,1.64,2
24888,Murthy,Felder,F,Staff,1985-03-31,1990-03-31,5.0,1
24888,Murthy,Felder,F,"Senior Staff",1990-03-31,9999-01-01,12.34,2
24889,Luigi,Morris,M,Staff,1985-02-09,1990-02-09,5.0,1
24889,Luigi,Morris,M,"Senior Staff",1990-02-09,9999-01-01,12.47,2
24890,Ebbe,Ramsey,M,"Senior Staff",1998-01-12,9999-01-01,4.55,1
24891,Sham,Danner,F,"Senior Staff",1991-12-28,9999-01-01,10.59,1
24892,Sham,Fasbender,M,Staff,1993-02-11,2001-02-11,8.0,1
24892,Sham,Fasbender,M,"Senior Staff",2001-02-11,9999-01-01,1.47,2
24893,Lene,Feldhoffer,M,"Senior Engineer",1991-04-19,9999-01-01,11.29,1
24894,Tuval,Hambrick,M,Engineer,1991-03-03,1995-01-07,3.85,1
24895,Hongzue,Gide,F,Staff,1998-06-10,9999-01-01,4.14,1
24896,Gen,McConalogue,M,Engineer,1995-09-06,2001-09-05,6.0,1
24896,Gen,McConalogue,M,"Senior Engineer",2001-09-05,9999-01-01,0.9,2
24897,Yurij,Chiola,F,Staff,1998-06-29,9999-01-01,4.09,1
24898,Leif,Anger,M,Staff,1992-04-19,1998-04-19,6.0,1
24898,Leif,Anger,M,"Senior Staff",1998-04-19,9999-01-01,4.28,2
24899,Xuejun,Snyers,M,Engineer,1998-07-09,9999-01-01,4.06,1
24900,Zeljko,Vidya,M,"Assistant Engineer",1998-12-19,2000-10-03,1.79,1
24901,Herbert,Bernardeschi,F,Staff,1990-12-29,1995-12-29,5.0,1
24901,Herbert,Bernardeschi,F,"Senior Staff",1995-12-29,9999-01-01,6.59,2
24902,Przemyslawa,Rindone,M,Engineer,1994-07-26,2000-07-25,6.0,1
24902,Przemyslawa,Rindone,M,"Senior Engineer",2000-07-25,9999-01-01,2.02,2
24903,Mokhtar,Binkley,F,Staff,1990-05-25,1997-05-25,7.0,1
24903,Mokhtar,Binkley,F,"Senior Staff",1997-05-25,9999-01-01,5.19,2
24904,Ulises,Ramsay,F,Engineer,1988-12-06,1994-12-06,6.0,1
24904,Ulises,Ramsay,F,"Senior Engineer",1994-12-06,9999-01-01,7.65,2
24905,Taisook,Kavraki,F,"Senior Engineer",1996-09-08,9999-01-01,5.89,1
24906,Carrsten,Farrel,F,Engineer,1999-09-24,2001-01-26,1.34,1
24907,Houman,Roccetti,F,"Assistant Engineer",1985-07-22,1993-07-22,8.0,1
24907,Houman,Roccetti,F,Engineer,1993-07-22,2001-07-22,8.0,2
24907,Houman,Roccetti,F,"Senior Engineer",2001-07-22,9999-01-01,1.03,3
24908,Odinaldo,Beetstra,M,Staff,1996-04-01,2002-04-01,6.0,1
24908,Odinaldo,Beetstra,M,"Senior Staff",2002-04-01,9999-01-01,0.33,2
24909,Constantine,Garrabrants,M,Staff,1996-12-30,9999-01-01,5.59,1
24910,Bernardo,Pargaonkar,M,"Senior Engineer",1997-01-17,2001-03-27,4.19,1
24911,Naftaly,Glowinski,M,Staff,1991-11-30,1998-11-30,7.0,1
24911,Naftaly,Glowinski,M,"Senior Staff",1998-11-30,9999-01-01,3.67,2
24912,Frederique,Schiper,F,Engineer,1992-07-11,1997-07-18,5.02,1
24913,Shaowen,Chenney,M,Engineer,1995-03-07,2000-03-06,5.0,1
24913,Shaowen,Chenney,M,"Senior Engineer",2000-03-06,9999-01-01,2.4,2
24914,Gadiel,Zeilberger,F,"Senior Engineer",1987-10-18,9999-01-01,14.79,1
24915,Morris,Liedekerke,F,Engineer,1986-04-14,1995-04-14,9.0,1
24915,Morris,Liedekerke,F,"Senior Engineer",1995-04-14,9999-01-01,7.3,2
24916,Yuchang,Taubman,F,Engineer,1985-08-31,1994-08-31,9.0,1
24916,Yuchang,Taubman,F,"Senior Engineer",1994-08-31,2002-03-28,7.57,2
24917,Dung,Weedman,M,Engineer,1992-08-02,1996-08-29,4.07,1
24918,Pascal,Lorin,F,"Senior Engineer",1994-11-28,9999-01-01,7.67,1
24919,Adam,Angel,M,Engineer,1995-04-05,2000-04-04,5.0,1
24919,Adam,Angel,M,"Senior Engineer",2000-04-04,9999-01-01,2.32,2
24920,Taiji,Lueh,M,Engineer,1985-04-29,1992-04-29,7.0,1
24920,Taiji,Lueh,M,"Senior Engineer",1992-04-29,9999-01-01,10.26,2
24921,Angel,Kusakabe,F,Engineer,1985-11-16,1992-11-16,7.0,1
24921,Angel,Kusakabe,F,"Senior Engineer",1992-11-16,1999-08-13,6.74,2
24922,Rosalie,Penttonen,M,Engineer,1996-09-07,9999-01-01,5.9,1
24923,Domenick,Docker,M,"Senior Staff",1987-09-20,1988-03-24,0.51,1
24924,Yoshinari,Kaminger,M,Engineer,1998-12-16,9999-01-01,3.62,1
24925,Gennady,Thebaut,M,Engineer,1986-09-23,1995-09-23,9.0,1
24925,Gennady,Thebaut,M,"Senior Engineer",1995-09-23,9999-01-01,6.86,2
24926,Toshimori,Gire,F,Staff,1987-01-10,1994-01-10,7.0,1
24926,Toshimori,Gire,F,"Senior Staff",1994-01-10,9999-01-01,8.56,2
24927,Yonghoan,Mapelli,F,Engineer,1988-11-30,1991-05-14,2.45,1
24928,Brendon,Ambroszkiewicz,M,"Technique Leader",1990-01-07,9999-01-01,12.56,1
24929,Akemi,Caine,F,Engineer,1989-05-02,1996-05-02,7.0,1
24929,Akemi,Caine,F,"Senior Engineer",1996-05-02,9999-01-01,6.25,2
24930,Kazuyasu,Toyoshima,M,Staff,1991-12-20,1998-12-20,7.0,1
24930,Kazuyasu,Toyoshima,M,"Senior Staff",1998-12-20,9999-01-01,3.61,2
24931,Samphel,Barbanera,M,Staff,1985-07-27,1994-07-27,9.0,1
24931,Samphel,Barbanera,M,"Senior Staff",1994-07-27,2001-01-31,6.52,2
24932,Charmane,Erbe,F,Staff,1997-05-10,9999-01-01,5.23,1
24933,Kazuhiko,Fadgyas,M,"Senior Engineer",1994-11-16,9999-01-01,7.71,1
24934,Carrsten,Bruckman,M,Engineer,1988-08-21,1997-08-21,9.0,1
24934,Carrsten,Bruckman,M,"Senior Engineer",1997-08-21,9999-01-01,4.94,2
24935,Kersti,Staudhammer,M,Staff,1998-05-28,9999-01-01,4.18,1
24936,Kannan,Gronowski,F,Engineer,1998-08-18,2001-09-18,3.09,1
24937,Syozo,Carrera,F,Engineer,1986-03-01,1995-03-01,9.0,1
24937,Syozo,Carrera,F,"Senior Engineer",1995-03-01,9999-01-01,7.42,2
24938,Ulf,Nollmann,M,Engineer,1992-10-16,1999-10-17,7.0,1
24938,Ulf,Nollmann,M,"Senior Engineer",1999-10-17,9999-01-01,2.79,2
24939,Shuho,Angot,M,Engineer,1988-05-19,1994-05-19,6.0,1
24939,Shuho,Angot,M,"Senior Engineer",1994-05-19,9999-01-01,8.2,2
24940,Richara,Butner,M,Engineer,1985-11-02,1992-11-02,7.0,1
24940,Richara,Butner,M,"Senior Engineer",1992-11-02,9999-01-01,9.74,2
24941,Yifei,Collavizza,F,"Technique Leader",1999-10-26,9999-01-01,2.77,1
24942,Atilio,Stasinski,M,"Senior Staff",1995-04-12,9999-01-01,7.3,1
24943,Nobuyoshi,Gips,F,Engineer,1990-03-21,1998-03-21,8.0,1
24943,Nobuyoshi,Gips,F,"Senior Engineer",1998-03-21,9999-01-01,4.36,2
24944,Candida,Servieres,M,Engineer,1987-09-12,1993-11-19,6.19,1
24945,Fuqing,Ramras,F,Engineer,1997-10-30,9999-01-01,4.75,1
24946,Ennio,Glowinski,M,Staff,1990-09-28,1998-09-28,8.0,1
24946,Ennio,Glowinski,M,"Senior Staff",1998-09-28,9999-01-01,3.84,2
24947,Oscal,Fujisaki,F,"Senior Staff",1986-12-10,9999-01-01,15.64,1
24948,Khalil,Cooke,M,Engineer,1986-09-29,1991-09-29,5.0,1
24948,Khalil,Cooke,M,"Senior Engineer",1991-09-29,9999-01-01,10.84,2
24949,Lucien,Kroha,F,"Assistant Engineer",1999-08-26,9999-01-01,2.93,1
24950,Turgut,Kushnir,F,Engineer,1998-09-13,2001-01-26,2.37,1
24951,Fayez,Kirkerud,M,Staff,1986-09-24,1992-09-23,6.0,1
24951,Fayez,Kirkerud,M,"Senior Staff",1992-09-23,9999-01-01,9.85,2
24952,Hidefumi,Pouyioutas,F,Engineer,1998-05-11,9999-01-01,4.22,1
24953,Tamiya,Camurati,M,Engineer,1990-10-17,1992-03-06,1.39,1
24954,Foong,Swick,M,Engineer,1988-01-13,1997-01-12,9.0,1
24954,Foong,Swick,M,"Senior Engineer",1997-01-12,9999-01-01,5.55,2
24955,Takushi,Beznosov,M,"Senior Staff",1998-12-07,9999-01-01,3.65,1
24956,Serap,Pocchiola,M,"Senior Staff",1999-12-04,9999-01-01,2.66,1
24957,Francoise,Miara,M,Staff,1998-09-16,9999-01-01,3.87,1
24958,Xudong,Vendrig,M,Engineer,1995-07-03,9999-01-01,7.08,1
24959,Martina,Grandbois,M,Staff,1993-12-07,1994-05-02,0.4,1
24960,Kristina,Comellas,M,"Senior Staff",1990-07-15,9999-01-01,12.05,1
24961,Ymte,Wuwongse,M,Engineer,1986-07-31,1992-07-30,6.0,1
24961,Ymte,Wuwongse,M,"Senior Engineer",1992-07-30,9999-01-01,10.0,2
24962,Zdislav,Buescher,M,Engineer,1992-08-22,1999-08-23,7.0,1
24962,Zdislav,Buescher,M,"Senior Engineer",1999-08-23,9999-01-01,2.94,2
24963,Cathie,Redmiles,M,"Senior Engineer",1987-05-13,9999-01-01,15.22,1
24964,Breannda,Vesel,M,Engineer,1990-05-14,1996-05-13,6.0,1
24964,Breannda,Vesel,M,"Senior Engineer",1996-05-13,9999-01-01,6.22,2
24965,Mayuri,Fraisse,M,Staff,1995-12-15,9999-01-01,6.63,1
24966,Weijing,Beetstra,F,Engineer,1992-10-18,2000-10-18,8.0,1
24966,Weijing,Beetstra,F,"Senior Engineer",2000-10-18,9999-01-01,1.79,2
24967,Kwok,Birta,F,Staff,1992-06-05,1998-06-05,6.0,1
24967,Kwok,Birta,F,"Senior Staff",1998-06-05,9999-01-01,4.16,2
24968,Tadanori,Oskamp,M,Engineer,1993-12-11,1997-06-14,3.51,1
24969,Subhrajyoti,Baby,F,Staff,1999-04-24,9999-01-01,3.27,1
24970,Dmitri,Asmuth,F,Engineer,1991-07-23,2000-07-22,9.0,1
24970,Dmitri,Asmuth,F,"Senior Engineer",2000-07-22,9999-01-01,2.03,2
24971,Heekeun,Huhdanpaa,F,Staff,1995-02-24,2000-02-24,5.0,1
24971,Heekeun,Huhdanpaa,F,"Senior Staff",2000-02-24,9999-01-01,2.43,2
24972,Anneli,Naumovich,M,Staff,1993-01-03,2000-01-04,7.0,1
24972,Anneli,Naumovich,M,"Senior Staff",2000-01-04,2000-05-01,0.32,2
24973,Dannz,Murillo,M,"Senior Staff",1999-02-27,9999-01-01,3.43,1
24974,Kwok,Felder,F,Engineer,1989-02-06,1990-12-22,1.87,1
24975,Zhensheng,Cooley,F,Engineer,1990-11-26,1997-11-26,7.0,1
24975,Zhensheng,Cooley,F,"Senior Engineer",1997-11-26,9999-01-01,4.68,2
24976,Khun,Vakili,M,Staff,1987-08-04,1994-08-04,7.0,1
24976,Khun,Vakili,M,"Senior Staff",1994-08-04,9999-01-01,7.99,2
24977,Terresa,Curless,F,Engineer,1995-10-28,9999-01-01,6.76,1
24978,Billie,Weiland,M,Staff,1987-04-11,1995-04-11,8.0,1
24978,Billie,Weiland,M,"Senior Staff",1995-04-11,9999-01-01,7.31,2
24979,Xuejun,Erde,F,Engineer,1987-01-10,1992-01-10,5.0,1
24979,Xuejun,Erde,F,"Senior Engineer",1992-01-10,1997-10-02,5.73,2
24980,Fumitaka,Schlegelmilch,M,"Technique Leader",1993-03-25,9999-01-01,9.35,1
24981,Vincent,Riefers,M,Engineer,1991-11-29,1997-05-07,5.44,1
24982,Weicheng,Lung,F,Engineer,1987-04-26,1995-04-26,8.0,1
24982,Weicheng,Lung,F,"Senior Engineer",1995-04-26,9999-01-01,7.27,2
24983,Kwangyoen,Hanratty,M,Engineer,1995-02-20,1996-08-01,1.45,1
24984,Paddy,Solares,M,Engineer,1993-01-09,2002-01-09,9.0,1
24984,Paddy,Solares,M,"Senior Engineer",2002-01-09,9999-01-01,0.56,2
24985,Martins,Bottner,M,Staff,1987-04-04,1993-04-03,6.0,1
24985,Martins,Bottner,M,"Senior Staff",1993-04-03,9999-01-01,9.33,2
24986,Palash,Thorelli,F,Engineer,1991-03-11,1997-05-29,6.22,1
24987,Ramachenga,Serre,F,Engineer,1988-07-19,1995-07-20,7.0,1
24987,Ramachenga,Serre,F,"Senior Engineer",1995-07-20,9999-01-01,7.03,2
24988,Martijn,Improta,M,Staff,1995-03-09,2000-03-08,5.0,1
24988,Martijn,Improta,M,"Senior Staff",2000-03-08,9999-01-01,2.4,2
24989,Arve,Quaggetto,F,Staff,1994-04-08,2001-04-08,7.0,1
24989,Arve,Quaggetto,F,"Senior Staff",2001-04-08,9999-01-01,1.31,2
24990,Jackson,Onuegbe,M,Staff,1995-06-20,9999-01-01,7.12,1
24991,Ranan,Ossenbruggen,M,"Assistant Engineer",1989-03-21,1994-03-21,5.0,1
24991,Ranan,Ossenbruggen,M,Engineer,1994-03-21,1999-03-21,5.0,2
24991,Ranan,Ossenbruggen,M,"Senior Engineer",1999-03-21,9999-01-01,3.36,3
24992,Ferdinand,Irland,M,"Senior Engineer",1985-07-07,9999-01-01,17.07,1
24993,Ohad,Pouyioutas,M,Engineer,1989-11-20,1997-11-20,8.0,1
24993,Ohad,Pouyioutas,M,"Senior Engineer",1997-11-20,9999-01-01,4.7,2
24994,Moriyoshi,Danner,F,"Senior Staff",1991-07-09,1993-08-01,2.06,1
24995,Bodo,Penttonen,F,"Senior Staff",1990-11-26,9999-01-01,11.68,1
24996,Danai,Sommer,M,"Technique Leader",1988-12-14,9999-01-01,13.63,1
24997,Lobel,Bierbaum,F,Engineer,1986-08-02,1992-08-01,6.0,1
24997,Lobel,Bierbaum,F,"Senior Engineer",1992-08-01,1997-10-28,5.24,2
24998,Koichi,Molenkamp,F,Staff,1989-08-02,1995-08-02,6.0,1
24998,Koichi,Molenkamp,F,"Senior Staff",1995-08-02,9999-01-01,7.0,2
24999,Janalee,Thorelli,F,Staff,1999-06-21,9999-01-01,3.11,1
25000,Chenxi,Schnabel,F,Staff,1995-11-06,1996-12-19,1.12,1
25001,Maris,Schaap,M,"Senior Staff",1986-07-22,9999-01-01,16.03,1
25002,Kien,Gomatam,M,"Senior Engineer",1991-12-05,1999-04-08,7.34,1
25003,Dietrich,Benzmuller,M,Staff,1993-10-15,9999-01-01,8.79,1
25004,Youpyo,Schurmann,F,Engineer,1996-03-19,2002-03-19,6.0,1
25004,Youpyo,Schurmann,F,"Senior Engineer",2002-03-19,9999-01-01,0.37,2
25005,Premsyl,Pews,M,"Technique Leader",1994-10-26,9999-01-01,7.76,1
25006,Yuichiro,Murthy,M,Engineer,1996-11-10,2001-11-10,5.0,1
25006,Yuichiro,Murthy,M,"Senior Engineer",2001-11-10,9999-01-01,0.72,2
25007,Dipankar,Showalter,F,Engineer,1985-05-15,1990-05-15,5.0,1
25007,Dipankar,Showalter,F,"Senior Engineer",1990-05-15,9999-01-01,12.21,2
25008,Kendra,Turnbull,M,"Senior Engineer",1999-07-03,2002-07-07,3.01,1
25009,DeForest,Stentiford,F,Engineer,1993-11-10,2000-11-10,7.0,1
25009,DeForest,Stentiford,F,"Senior Engineer",2000-11-10,9999-01-01,1.72,2
25010,Gou,Gecsei,F,Engineer,1995-12-11,9999-01-01,6.64,1
25011,Alair,McClurg,M,Engineer,1992-07-29,2000-07-29,8.0,1
25011,Alair,McClurg,M,"Senior Engineer",2000-07-29,9999-01-01,2.01,2
25012,Jordanka,Rosca,F,Staff,1987-12-05,1996-12-04,9.0,1
25012,Jordanka,Rosca,F,"Senior Staff",1996-12-04,1999-01-31,2.16,2
25013,Xianlong,Siepmann,M,"Senior Engineer",1994-05-26,1995-10-25,1.42,1
25014,Saeed,Granlund,M,"Senior Staff",1995-12-29,9999-01-01,6.59,1
25015,Jovan,Bach,F,"Senior Staff",1995-05-19,9999-01-01,7.2,1
25016,Danny,Asrin,F,Engineer,1988-05-08,1995-05-09,7.0,1
25016,Danny,Asrin,F,"Senior Engineer",1995-05-09,9999-01-01,7.23,2
25017,Chaosheng,Gladwell,M,Staff,1999-02-13,9999-01-01,3.46,1
25018,Zhigen,Cesareni,F,Staff,1995-11-24,9999-01-01,6.69,1
25019,Lech,Kadhim,M,Engineer,1989-07-12,1996-07-12,7.0,1
25019,Lech,Kadhim,M,"Senior Engineer",1996-07-12,9999-01-01,6.05,2
25020,Kazuhiro,Lores,F,Staff,1996-02-22,2001-02-21,5.0,1
25020,Kazuhiro,Lores,F,"Senior Staff",2001-02-21,9999-01-01,1.44,2
25021,Matk,Aamodt,M,"Technique Leader",1998-05-27,2000-08-04,2.19,1
25022,Zengping,Hiroyama,M,Staff,1995-05-14,9999-01-01,7.22,1
25023,Mikhail,Melter,F,Engineer,1994-06-29,2002-05-22,7.9,1
25024,Niranjan,Polupanov,F,"Senior Engineer",1994-02-16,9999-01-01,8.45,1
25025,Prodip,Chepyzhov,M,Engineer,1999-09-08,2002-02-28,2.48,1
25026,Heeju,Nastansky,F,Engineer,1998-12-03,9999-01-01,3.66,1
25027,Boalin,Hutton,M,Engineer,1992-10-08,1997-10-08,5.0,1
25027,Boalin,Hutton,M,"Senior Engineer",1997-10-08,9999-01-01,4.81,2
25028,Rosalyn,Morton,F,Staff,1996-01-14,2000-03-25,4.19,1
25029,Harjit,Fetvedt,F,"Assistant Engineer",1994-08-19,2001-02-28,6.53,1
25030,Hideyuki,Reeker,M,Staff,1993-06-03,1998-06-03,5.0,1
25030,Hideyuki,Reeker,M,"Senior Staff",1998-06-03,9999-01-01,4.16,2
25031,Maya,Lanzelotte,M,Engineer,1988-12-07,1994-12-07,6.0,1
25031,Maya,Lanzelotte,M,"Senior Engineer",1994-12-07,9999-01-01,7.65,2
25032,Wojceich,Atrawala,F,Staff,1986-05-21,1992-05-20,6.0,1
25032,Wojceich,Atrawala,F,"Senior Staff",1992-05-20,9999-01-01,10.2,2
25033,Kagan,Mellouli,M,Staff,1991-02-06,1996-02-06,5.0,1
25033,Kagan,Mellouli,M,"Senior Staff",1996-02-06,9999-01-01,6.48,2
25034,Odinaldo,Petersohn,F,Engineer,1991-04-10,1997-04-09,6.0,1
25034,Odinaldo,Petersohn,F,"Senior Engineer",1997-04-09,9999-01-01,5.31,2
25035,Ayakannu,Flasterstein,M,Staff,1985-04-19,1992-04-19,7.0,1
25035,Ayakannu,Flasterstein,M,"Senior Staff",1992-04-19,2001-10-29,9.53,2
25036,Zito,Kugler,F,"Senior Staff",1992-09-17,9999-01-01,9.87,1
25037,Adib,Magliocco,F,"Senior Engineer",1999-11-18,9999-01-01,2.7,1
25038,Abdelghani,Ghalwash,M,"Senior Engineer",1994-06-10,9999-01-01,8.14,1
25039,Marin,Puppe,M,Staff,1997-04-08,9999-01-01,5.31,1
25040,Toshimo,Picco,M,"Senior Staff",1991-07-29,9999-01-01,11.01,1
25041,Perla,Leonhardt,F,Engineer,1994-03-23,9999-01-01,8.36,1
25042,Steve,Bennis,M,"Senior Engineer",1985-12-26,1991-10-11,5.79,1
25043,Jixiang,Pelc,M,Engineer,1985-03-09,1990-03-09,5.0,1
25043,Jixiang,Pelc,M,"Senior Engineer",1990-03-09,9999-01-01,12.4,2
25044,Mototsugu,Gyorkos,M,Staff,1986-05-22,1995-05-22,9.0,1
25044,Mototsugu,Gyorkos,M,"Senior Staff",1995-05-22,9999-01-01,7.2,2
25045,Mooi,Thimonier,F,Engineer,1993-06-09,2001-06-09,8.0,1
25045,Mooi,Thimonier,F,"Senior Engineer",2001-06-09,9999-01-01,1.14,2
25046,Mart,Cyre,M,Engineer,1986-07-14,1994-07-14,8.0,1
25046,Mart,Cyre,M,"Senior Engineer",1994-07-14,9999-01-01,8.05,2
25047,Vatsa,Eldridge,M,Staff,1990-12-10,1995-12-10,5.0,1
25047,Vatsa,Eldridge,M,"Senior Staff",1995-12-10,9999-01-01,6.64,2
25048,Nirmal,Leivant,F,Staff,1988-08-01,1995-08-02,7.0,1
25048,Nirmal,Leivant,F,"Senior Staff",1995-08-02,9999-01-01,7.0,2
25049,Nahla,Valette,M,Engineer,1990-04-27,1999-04-27,9.0,1
25049,Nahla,Valette,M,"Senior Engineer",1999-04-27,9999-01-01,3.26,2
25050,Jahangir,Fraisse,M,Engineer,1987-08-29,1992-08-28,5.0,1
25050,Jahangir,Fraisse,M,"Senior Engineer",1992-08-28,9999-01-01,9.92,2
25051,Ioana,Schapire,F,Staff,1991-11-10,1997-08-23,5.79,1
25052,Geraldo,Scharstein,M,Engineer,1988-01-14,1993-01-13,5.0,1
25052,Geraldo,Scharstein,M,"Senior Engineer",1993-01-13,1997-06-02,4.38,2
25053,Halsur,Brookman,M,"Senior Engineer",1990-08-20,9999-01-01,11.95,1
25054,Kiam,Quittner,M,"Technique Leader",1987-07-27,1987-12-05,0.36,1
25055,Prodip,Rahimi,M,Engineer,1990-11-30,1999-11-30,9.0,1
25055,Prodip,Rahimi,M,"Senior Engineer",1999-11-30,9999-01-01,2.67,2
25056,Guoxiang,Morton,M,"Senior Staff",1994-10-12,9999-01-01,7.8,1
25057,True,Standera,F,Staff,1996-09-14,9999-01-01,5.88,1
25058,Steen,Hofman,M,Staff,1996-11-10,1998-08-03,1.73,1
25059,Remko,Haraldson,M,"Senior Engineer",1992-01-06,9999-01-01,10.57,1
25060,Kristen,Birta,M,"Senior Engineer",1991-07-21,9999-01-01,11.03,1
25061,Dmitri,Skogmar,M,Staff,1995-12-20,2000-12-19,5.0,1
25061,Dmitri,Skogmar,M,"Senior Staff",2000-12-19,9999-01-01,1.62,2
25062,Baocai,Peyn,M,"Senior Engineer",1998-05-22,9999-01-01,4.19,1
25063,Jixiang,Polupanov,F,Staff,1985-12-17,1993-12-17,8.0,1
25063,Jixiang,Polupanov,F,"Senior Staff",1993-12-17,9999-01-01,8.62,2
25064,Cordelia,Laventhal,M,Engineer,1995-06-01,9999-01-01,7.17,1
25065,Kerryn,Thummel,M,Engineer,1994-06-06,2002-06-06,8.0,1
25065,Kerryn,Thummel,M,"Senior Engineer",2002-06-06,9999-01-01,0.15,2
25066,Ortrun,Fujisawa,M,"Senior Staff",1985-06-09,9999-01-01,17.14,1
25067,Mooi,Pearson,F,Staff,1992-07-28,2000-07-28,8.0,1
25067,Mooi,Pearson,F,"Senior Staff",2000-07-28,2001-12-20,1.4,2
25068,Vugranam,Yurek,M,Engineer,1992-01-21,2001-01-20,9.0,1
25068,Vugranam,Yurek,M,"Senior Engineer",2001-01-20,9999-01-01,1.53,2
25069,Odinaldo,Terwilliger,F,Engineer,1999-02-21,9999-01-01,3.44,1
25070,Morris,Fortenbacher,M,Engineer,1991-06-23,1996-06-22,5.0,1
25070,Morris,Fortenbacher,M,"Senior Engineer",1996-06-22,9999-01-01,6.11,2
25071,Yolla,Jeansoulin,M,Engineer,1986-10-24,1994-10-24,8.0,1
25071,Yolla,Jeansoulin,M,"Senior Engineer",1994-10-24,9999-01-01,7.77,2
25072,Takushi,Kalloufi,M,Staff,1987-12-25,1992-12-24,5.0,1
25072,Takushi,Kalloufi,M,"Senior Staff",1992-12-24,9999-01-01,9.6,2
25073,Yakichi,Compeau,M,Engineer,1993-03-01,2002-03-01,9.0,1
25073,Yakichi,Compeau,M,"Senior Engineer",2002-03-01,2002-04-25,0.15,2
25074,Goncalo,Ozeri,F,Engineer,1987-10-03,1993-10-02,6.0,1
25074,Goncalo,Ozeri,F,"Senior Engineer",1993-10-02,9999-01-01,8.83,2
25075,Lucian,Clemencon,M,"Senior Staff",1991-10-08,9999-01-01,10.81,1
25076,Rayond,Berztiss,M,Staff,1993-11-12,1998-11-12,5.0,1
25076,Rayond,Berztiss,M,"Senior Staff",1998-11-12,1998-12-26,0.12,2
25077,Kenroku,Preusig,M,Engineer,1986-01-06,1991-01-06,5.0,1
25077,Kenroku,Preusig,M,"Senior Engineer",1991-01-06,9999-01-01,11.57,2
25078,Duro,Stafford,F,Engineer,1991-12-05,1998-12-05,7.0,1
25078,Duro,Stafford,F,"Senior Engineer",1998-12-05,9999-01-01,3.66,2
25079,Khalid,Makinen,F,Engineer,1994-02-27,1999-02-27,5.0,1
25079,Khalid,Makinen,F,"Senior Engineer",1999-02-27,9999-01-01,3.43,2
25080,Adly,Yavatkar,F,Engineer,1996-10-31,2001-10-31,5.0,1
25080,Adly,Yavatkar,F,"Senior Engineer",2001-10-31,9999-01-01,0.75,2
25081,Ortrun,Sommen,F,Engineer,1997-03-14,9999-01-01,5.38,1
25082,Malu,Pearson,F,Staff,1991-08-06,1999-08-06,8.0,1
25082,Malu,Pearson,F,"Senior Staff",1999-08-06,9999-01-01,2.99,2
25083,Doohun,Zyda,M,"Assistant Engineer",1998-04-01,2001-08-10,3.36,1
25084,Alenka,Jullig,M,"Senior Engineer",1985-04-15,9999-01-01,17.3,1
